This file includes the data from the calculated trajectory of Particle1 (proton)

Analytic formula for the resulting electric field:
0
REMARK: This does not include the electric field produced by the WOS objects 

Analytic formula for the resulting magnetic field:
(-1.0e-5*y*(-(20*z - 200)/(20*sqrt(y**2 + (x + 5)**2 + (z - 10)**2)) + (20*z + 200)/(20*sqrt(y**2 + (x + 5)**2 + (z + 10)**2)))/(sqrt(y**2 + (x + 5)**2)*sqrt(400*y**2 + (20*x + 100)**2)))*L.i + (5.0e-7*(20*x + 100)*(-(20*z - 200)/(20*sqrt(y**2 + (x + 5)**2 + (z - 10)**2)) + (20*z + 200)/(20*sqrt(y**2 + (x + 5)**2 + (z + 10)**2)))/(sqrt(y**2 + (x + 5)**2)*sqrt(400*y**2 + (20*x + 100)**2)))*L.j

Data concerning the trajectory of the particle (easily imported into excel matlab...):
t;x;y;z;v;a;E;B
0.12600000000000008;3.89369952470639;0.0;-7.765226971282557;95.5059883243832*L.i + (-29.6408274021523)*L.k;363.267064459860*L.i + 1170.48639969428*L.k;(1.89619683295075e-6)*L.i + (6.10975456146110e-6)*L.k;(6.39724804205495e-8)*L.j
0.12650000000000008;3.9414972910136545;0.0;-7.779901554053221;95.6850831805673*L.i + (-29.0575099485813)*L.k;353.112360276816*L.i + 1162.78341459002*L.k;(1.84319087729091e-6)*L.i + (6.06954619305127e-6)*L.k;(6.34325266739135e-8)*L.j
0.12700000000000009;3.9893833484843695;0.0;-7.794285438319778;95.8591528962423*L.i + (-28.4780331344131)*L.k;343.166502422879*L.i + 1155.12384208253*L.k;(1.79127506655906e-6)*L.i + (6.02956443155563e-6)*L.k;(6.29002514520763e-8)*L.j
0.12750000000000009;4.03735521036504;0.0;-7.808380538887727;96.0283007376818*L.i + (-27.9023749121938)*L.k;333.424863335426*L.i + 1147.50904679487*L.k;(1.74042524560751e-6)*L.i + (5.98981640009151e-6)*L.k;(6.23755365373571e-8)*L.j
0.12800000000000009;4.085410440962495;0.0;-7.8221887593753925;96.1926276800813*L.i + (-27.3305125803514)*L.k;323.882906262262*L.i + 1139.94028057474*L.k;(1.69061773330472e-6)*L.i + (5.95030863310665e-6)*L.k;(6.18582645000013e-8)*L.j
0.1285000000000001;4.133546654509692;0.0;-7.835711991900598;96.3522324529047*L.i + (-26.7624228381227)*L.k;314.536185031529*L.i + 1132.41868834004*L.k;(1.64182932133419e-6)*L.i + (5.91104710689208e-6)*L.k;(6.13483187786851e-8)*L.j
0.1290000000000001;4.181761514054147;0.0;-7.8489521167940834;96.5072115850812*L.i + (-26.1980818376182)*L.k;305.380343674375*L.i + 1124.94531367773*L.k;(1.59403727222496e-6)*L.i + (5.87203726880725e-6)*L.k;(6.08455837540770e-8)*L.j
0.1295000000000001;4.230052730368918;0.0;-7.861911002338268;96.6576594499783*L.i + (-25.6374652331480)*L.k;296.411115913971*L.i + 1117.52110420312*L.k;(1.54721931668423e-6)*L.i + (5.83328406525478e-6)*L.k;(6.03499448158397e-8)*L.j
0.1300000000000001;4.278418060886;0.0;-7.874590504530028;96.8036683100902*L.i + (-25.0805482279255)*L.k;287.624324533553*L.i + 1110.14691668679*L.k;(1.50135365029875e-6)*L.i + (5.79479196844209e-6)*L.k;(5.98612884234380e-8)*L.j
0.1305000000000001;4.326855308651971;0.0;-7.88699246686619;96.9453283613824*L.i + (-24.5273056182647)*L.k;279.015880635369*L.i + 1102.82352195642*L.k;(1.45641892966659e-6)*L.i + (5.75656500196821e-6)*L.k;(5.93795021611082e-8)*L.j
0.1310000000000001;4.3753623213057224;0.0;-7.899118720150534;97.0827277772416*L.i + (-23.9777118353804)*L.k;270.581782801626*L.i + 1095.55160958085*L.k;(1.41239426801739e-6)*L.i + (5.71860676527377e-6)*L.k;(5.89044747873271e-8)*L.j
0.1315000000000001;4.423936990078049;0.0;-7.910971082321117;97.2159527519840*L.i + (-23.4317409848993)*L.k;262.318116167737*L.i + 1088.33179234361*L.k;(1.36925923037494e-6)*L.i + (5.68092045699230e-6)*L.k;(5.84360962791054e-8)*L.j
0.1320000000000001;4.472577248812869;0.0;-7.922551358296806;97.3450875438803*L.i + (-22.8893668841851)*L.k;254.221051417529*L.i + 1081.16461051331*L.k;(1.32699382831221e-6)*L.i + (5.64350889724079e-6)*L.k;(5.79742578714186e-8)*L.j
0.1325000000000001;4.521281073009832;0.0;-7.933861339841957;97.4702145176620*L.i + (-22.3505630975773)*L.k;246.286843709326*L.i + 1074.05053591798*L.k;(1.28557851434578e-6)*L.i + (5.60637454888720e-6)*L.k;(5.75188520920708e-8)*L.j
0.1330000000000001;4.570046478888038;0.0;-7.944902805448212;97.5914141864747*L.i + (-21.8153029696401)*L.k;238.511831541241*L.i + 1066.98997583057*L.k;(1.24499417601278e-6)*L.i + (5.56951953783215e-6)*L.k;(5.70697727922771e-8)*L.j
0.1335000000000001;4.618871522470592;0.0;-7.955677520232448;97.7087652532508*L.i + (-21.2835596565143)*L.k;230.892435563363*L.i + 1059.98327667261*L.k;(1.20522212967070e-6)*L.i + (5.53294567234145e-6)*L.k;(5.66269151732353e-8)*L.j
0.1340000000000001;4.667754298689686;0.0;-7.966187235849946;97.8223446514776*L.i + (-20.7553061554604)*L.k;223.425157343989*L.i + 1053.03072754298*L.k;(1.16624411405733e-6)*L.i + (5.49665446146566e-6)*L.k;(5.61901758089445e-8)*L.j
0.1345000000000001;4.716692940511918;0.0;-7.976433690421909;97.9322275853378*L.i + (-20.2305153326801)*L.k;216.106578096494*L.i + 1046.13256357850*L.k;(1.12804228364522e-6)*L.i + (5.46064713258196e-6)*L.k;(5.57594526655179e-8)*L.j
0.1350000000000001;4.765685618083514;0.0;-7.986418608476471;98.0384875692051*L.i + (-19.7091599494972)*L.k;208.933357372927*L.i + 1039.28896915308*L.k;(1.09059920182246e-6)*L.i + (5.42492464809313e-6)*L.k;(5.53346451172209e-8)*L.j
0.1355000000000001;4.81473053789513;0.0;-7.996143700902413;98.1411964664808*L.i + (-19.1912126869784)*L.k;201.902231729968*L.i + 1032.50008092189*L.k;(1.05389783392917e-6)*L.i + (5.38948772131753e-6)*L.k;(5.49156539594595e-8)*L.j
0.1360000000000001;4.8638259419659144;0.0;-8.00561066491482;98.2404245277564*L.i + (-18.6766461690688)*L.k;195.010013372389*L.i + 1025.76599071676*L.k;(1.01792154017659e-6)*L.i + (5.35433683160292e-6)*L.k;(5.45023814189269e-8)*L.j
0.1365000000000001;4.912970107046467;0.0;-8.014821184031947;98.3362404282942*L.i + (-18.1654329843148)*L.k;188.253588778804*L.i + 1019.08674829919*L.k;(9.82654068473707e-7)*L.i + (5.31947223869652e-6)*L.k;(5.40947311611089e-8)*L.j
0.1370000000000001;4.962161343840379;0.0;-8.023776928062606;98.4287113048174*L.i + (-17.6575457062458)*L.k;181.629917314038*L.i + 1012.46236397679*L.k;(9.48079547184060e-7)*L.i + (5.28489399640237e-6)*L.k;(5.36926082953381e-8)*L.j
0.1375000000000001;5.011397996243984;0.0;-8.032479553103446;98.5179027916040*L.i + (-17.1529569124793)*L.k;175.136029832124*L.i + 1005.89281108899*L.k;(9.14182477833571e-7)*L.i + (5.25060196555649e-6)*L.k;(5.32959193775735e-8)*L.j
0.1380000000000001;5.0606784406039855;0.0;-8.04093070154546;98.6038790558804*L.i + (-16.6516392026152)*L.k;168.769027273567*L.i + 999.378028367698*L.k;(8.80947727788512e-7)*L.i + (5.21659582634910e-6)*L.k;(5.29045724110765e-8)*L.j
0.1385000000000001;5.110001084992606;0.0;-8.049132002089157;98.6867028325139*L.i + (-16.1535652149787)*L.k;162.526079260207*L.i + 992.917922178328*L.k;(8.48360522920901e-7)*L.i + (5.18287509002245e-6)*L.k;(5.25184768451423e-8)*L.j
0.1390000000000001;5.159364368499906;0.0;-8.05708506976785;98.7664354580016*L.i + (-15.6587076422724)*L.k;156.404422690704*L.i + 986.512368646503*L.k;(8.16406440277147e-7)*L.i + (5.14943910997178e-6)*L.k;(5.21375435720365e-8)*L.j
0.1395000000000001;5.20876676054292;0.0;-8.064791505978484;98.8431369037591*L.i + (-15.1670392461920)*L.k;150.401360339389*L.i + 980.161215675462*L.k;(7.85071400764288e-7)*L.i + (5.11628709227598e-6)*L.k;(5.17616849222813e-8)*L.j
0.1400000000000001;5.258206760191262;0.0;-8.07225289851954;98.9168658087092*L.i + (-14.6785328710583)*L.k;144.514259460975*L.i + 973.864284859155*L.k;(7.54341661866795e-7)*L.i + (5.08341810568359e-6)*L.k;(5.13908146584220e-8)*L.j
0.1405000000000001;5.30768289550886;0.0;-8.079470821635534;98.9876795111753*L.i + (-14.1931614565196)*L.k;138.740550403367*L.i + 967.621373295717*L.k;(7.24203810405657e-7)*L.i + (5.05083109107882e-6)*L.k;(5.10248479674029e-8)*L.j
0.1410000000000001;5.357193722911448;0.0;-8.08644683606762;99.0556340800838*L.i + (-13.7108980493692)*L.k;133.077725230593*L.i + 961.432255305900*L.k;(6.94644755350298e-7)*L.i + (5.01852487045158e-6)*L.k;(5.06637014516689e-8)*L.j
0.1415000000000001;5.406737826539504;0.0;-8.09318248910991;99.1207843454808*L.i + (-13.2317158145275)*L.k;127.523336357664*L.i + 955.296684060859*L.k;(6.65651720692766e-7)*L.i + (4.98649815539419e-6)*L.k;(5.03072931191052e-8)*L.j
0.1420000000000001;5.456313817646269;0.0;-8.099679314671093;99.1831839283700*L.i + (-12.7555880452314)*L.k;122.074995198986*L.i + 949.214393123486*L.k;(6.37212238392652e-7)*L.i + (4.95474955514694e-6)*L.k;(4.99555423719197e-8)*L.j
0.1425000000000001;5.505920334000513;0.0;-8.105938833340938;99.2428852698777*L.i + (-12.2824881724737)*L.k;116.730370831754*L.i + 943.185097907386*L.k;(6.09314141400224e-7)*L.i + (4.92327758421367e-6)*L.k;(4.96083699945662e-8)*L.j
0.1430000000000001;5.555556039303728;0.0;-8.111962552461364;99.2999396597545*L.i + (-11.8123897737325)*L.k;111.487188675609*L.i + 937.208497057344*L.k;(5.81945556764430e-7)*L.i + (4.89208066956766e-6)*L.k;(4.92656981407994e-8)*L.j
0.1435000000000001;5.605219622621398;0.0;-8.11775196620169;99.3543972642208*L.i + (-11.3452665810294)*L.k;106.343229189667*L.i + 931.284273755052*L.k;(5.55094898831610e-7)*L.i + (4.86115715746727e-6)*L.k;(4.89274503199497e-8)*L.j
0.1440000000000001;5.654909797828035;0.0;-8.123308555637765;99.4063071531652*L.i + (-10.8810924883522)*L.k;101.296326587902*L.i + 925.412096953660*L.k;(5.28750862540002e-7)*L.i + (4.83050531990010e-6)*L.k;(4.85935513824976e-8)*L.j
0.1445000000000001;5.7046253030656535;0.0;-8.128633788834653;99.4557173267056*L.i + (-10.4198415584777)*L.k;96.3443675737374*L.i + 919.591622544586*L.k;(5.02902416814477e-7)*L.i + (4.80012336067357e-6)*L.k;(4.82639275050217e-8)*L.j
0.1450000000000001;5.75436490021537;0.0;-8.133729120932593;99.5026747411227*L.i + (-9.96148802922655)*L.k;91.4852900945491*L.i + 913.822494459868*L.k;(4.77538798065282e-7)*L.i + (4.77000942116905e-6)*L.k;(4.79385061745939e-8)*L.j
0.1455000000000001;5.804127374381811;0.0;-8.138595994235946;99.5472253341755*L.i + (-9.50600631918328)*L.k;86.7170821167250*L.i + 908.104345713212*L.k;(4.52649503794015e-7)*L.i + (4.74016158577590e-6)*L.k;(4.76172161726845e-8)*L.j
0.1460000000000001;5.853911533390033;0.0;-8.143235838304884;99.5894140498101*L.i + (-9.05337103290929)*L.k;82.0377804217731*L.i + 902.436799382733*L.k;(4.28224286309513e-7)*L.i + (4.71057788702128e-6)*L.k;(4.72999875586402e-8)*L.j
0.1465000000000001;5.903716207294639;0.0;-8.14765007004956;99.6292848622716*L.i + (-8.60355696567904)*L.k;77.4454694239105*L.i + 896.819469538273*L.k;(4.04253146555845e-7)*L.i + (4.68125631041058e-6)*L.k;(4.69867516527917e-8)*L.j
0.1470000000000001;5.953540247900817;0.0;-8.151840093826532;99.6668807996299*L.i + (-8.15653910776546)*L.k;72.9382800094656*L.i + 891.251962116047*L.k;(3.80726328054181e-7)*L.i + (4.65219479899294e-6)*L.k;(4.66774410192446e-8)*L.j
0.1475000000000001;6.003382528296982;0.0;-8.155807301537232;99.7022439667319*L.i + (-7.71229264830064)*L.k;68.5143883983536*L.i + 885.733875743241*L.k;(3.57634310959868e-7)*L.i + (4.62339125766550e-6)*L.k;(4.63719894484017e-8)*L.j
0.1480000000000001;6.0532419423987704;0.0;-8.159553072728254;99.7354155675884*L.i + (-7.27079297873606)*L.k;64.1720150278105*L.i + 880.264802515067*L.k;(3.34967806235701e-7)*L.i + (4.59484355722958e-6)*L.k;(4.60703319392643e-8)*L.j
0.1485000000000001;6.103117404504073;0.0;-8.16307877469329;99.7664359272100*L.i + (-6.83201569592562)*L.k;59.9094234585099*L.i + 874.844328726684*L.k;(3.12717749942025e-7)*L.i + (4.56654953821107e-6)*L.k;(4.57724046815539e-8)*L.j
0.1490000000000001;6.153007848858864;0.0;-8.166385762576505;99.7953445129004*L.i + (-6.39593660485339)*L.k;55.7249193031253*L.i + 869.472035562249*L.k;(2.90875297643996e-7)*L.i + (4.53850701445728e-6)*L.k;(4.54781450376944e-8)*L.j
0.1495000000000001;6.202912229233535;0.0;-8.169475379477209;99.8221799550205*L.i + (-5.96253172102700)*L.k;51.6168491773480*L.i + 864.147499743297*L.k;(2.69431818936062e-7)*L.i + (4.51071377652133e-6)*L.k;(4.51874915246907e-8)*L.j
0.1500000000000001;6.252829518509488;0.0;-8.172348956555629;99.8469800672332*L.i + (-5.53177727255655)*L.k;47.5835996733230*L.i + 858.870294138519*L.k;(2.48378892083462e-7)*L.i + (4.48316759484507e-6)*L.k;(4.49003837959388e-8)*L.j
0.1505000000000001;6.302758708275718;0.0;-8.17500781313966;99.8697818662404*L.i + (-5.10364970193769)*L.k;43.6235963554219*L.i + 853.639988336917*L.k;(2.27708298780313e-7)*L.i + (4.45586622275094e-6)*L.k;(4.46167626229965e-8)*L.j
0.1510000000000001;6.352698808435145;0.0;-8.177453256832433;99.8906215910238*L.i + (-4.67812566755690)*L.k;39.7353027782296*L.i + 848.456149186229*L.k;(2.07412019023662e-7)*L.i + (4.42880739925238e-6)*L.k;(4.43365698773455e-8)*L.j
0.1515000000000001;6.40264884682044;0.0;-8.17968658362057;99.9095347216000*L.i + (-4.25518204493574)*L.k;35.9172195265920*L.i + 843.318341298429*L.k;(1.87482226102681e-7)*L.i + (4.40198885169249e-6)*L.k;(4.40597485121701e-8)*L.j
0.1520000000000001;6.452607868819115;0.0;-8.181709077983006;99.9265559973010*L.i + (-3.83479592773013)*L.k;32.1678832775343*L.i + 838.226127523989*L.k;(1.67911281702033e-7)*L.i + (4.37540829821964e-6)*L.k;(4.37862425441766e-8)*L.j
0.1525000000000001;6.502574937007636;0.0;-8.183522013000236;99.9417194345913*L.i + (-3.41694462849999)*L.k;28.4858658838359*L.i + 833.179069396572*L.k;(1.48691731118272e-7)*L.i + (4.34906345010864e-6)*L.k;(4.35159970354773e-8)*L.j
0.1530000000000001;6.552549130794326;0.0;-8.185126650463914;99.9550583444321*L.i + (-3.00160567926343)*L.k;24.8697734790210*L.i + 828.176727549673*L.k;(1.29816298588041e-7)*L.i + (4.32295201393555e-6)*L.k;(4.32489580755570e-8)*L.j
0.1535000000000001;6.602529546070849;0.0;-8.186524240986673;99.9666053492027*L.i + (-2.58875683184934)*L.k;21.3182456035022*L.i + 823.218662106705*L.k;(1.11277882726673e-7)*L.i + (4.29707169361392e-6)*L.k;(4.29850727633428e-8)*L.j
0.1540000000000001;6.6525152948720345;0.0;-8.187716024112062;99.9763923991915*L.i + (-2.17837605806118)*L.k;17.8299543515959*L.i + 818.304433045931*L.k;(9.30695520757526e-8)*L.i + (4.27142019229962e-6)*L.k;(4.27242891893925e-8)*L.j
0.1545000000000001;6.70250550504386;0.0;-8.188703228424535;99.9844507886641*L.i + (-1.77044154966430)*L.k;14.4036035391110*L.i + 813.433600541579*L.k;(7.51845407580526e-8)*L.i + (4.24599521417143e-6)*L.k;(4.24665564182186e-8)*L.j
0.1550000000000001;6.752499319919343;0.0;-8.189487071659386;99.9908111715217*L.i + (-1.36493171820831)*L.k;11.0379278911971*L.i + 808.605725282404*L.k;(5.76162442382373e-8)*L.i + (4.22079446609386e-6)*L.k;(4.22118244707603e-8)*L.j
0.1555000000000001;6.802495898002181;0.0;-8.190068760812556;99.9955035765571*L.i + (-0.961825194695475)*L.k;7.73169225012912*L.i + 803.820368768919*L.k;(4.03582151876163e-8)*L.i + (4.19581565916871e-6)*L.k;(4.19600443070166e-8)*L.j
0.1560000000000001;6.852494412657907;0.0;-8.190449492250243;99.9985574223203*L.i + (-0.561100829105639)*L.k;4.48369080268914*L.i + 799.077093590429*L.k;(2.34041594512045e-8)*L.i + (4.17105651018106e-6)*L.k;(4.17111678088525e-8)*L.j
0.1565000000000001;6.902494051812397;0.0;-8.190630451818238;100.000001531603*L.i + (-0.162737689787289)*L.k;1.29274632680443*L.i + 794.375463682970*L.k;(6.74793211528853e-9)*L.i + (4.14651474294575e-6)*L.k;(4.14651477629875e-8)*L.j
0.1570000000000001;6.95249401765751;0.0;-8.190612814950923;99.9998641455486*L.i + 0.233284937275751*L.k;(-1.84229054291241)*L.i + 789.715044569190*L.k;(-9.61646632633724e-9)*L.i + (4.12218808955945e-6)*L.k;(4.12219378441757e-8)*L.j
0.1575000000000001;7.0024935263637085;0.0;-8.190397746779876;99.9981729374051*L.i + 0.626987549313334*L.k;(-4.92254203107744)*L.i + 785.095403581142*L.k;(-2.56948937093288e-8)*L.i + (4.09807429156367e-6)*L.k;(4.09814925985863e-8)*L.j
0.1580000000000001;7.052491807799456;0.0;-8.189986402242031;99.9949550259175*L.i + 1.01839042772536*L.k;(-7.94910391926542)*L.i + 780.516110066955*L.k;(-4.14930698408334e-8)*L.i + (4.07417110102349e-6)*L.k;(4.07437674273898e-8)*L.j
0.1585000000000001;7.102488105257228;0.0;-8.189379926187321;99.9902369883812*L.i + 1.40751363913766*L.k;(-10.9230462259206)*L.i + 775.976735582233*L.k;(-5.70165800485168e-8)*L.i + (4.05047628152670e-6)*L.k;(4.05087185705585e-8)*L.j
0.1590000000000001;7.152481675185968;0.0;-8.188579453485781;99.9840448733576*L.i + 1.79437703654998*L.k;(-13.8454138688151)*L.i + 771.476854067063*L.k;(-7.22708786384915e-8)*L.i + (4.02698760910767e-6)*L.k;(4.02763030908841e-8)*L.j
0.15950000000000011;7.202471786929818;0.0;-8.18758610913405;99.9764042130628*L.i + 2.17900026056910*L.k;(-16.7172273104224)*L.i + 767.016042009406*L.k;(-8.72612922640648e-8)*L.i + (4.00370287310031e-6)*L.k;(4.00464788582191e-8)*L.j
0.16000000000000011;7.252457722472962;0.0;-8.186401008361248;99.9673400354385*L.i + 2.56140274072036*L.k;(-19.5394831865741)*L.i + 762.593878595644*L.k;(-1.01993023207229e-7)*L.i + (3.98061987692383e-6)*L.k;(3.98192045339448e-8)*L.j
0.16050000000000011;7.302438776190429;0.0;-8.185025256734155;99.9568768759122*L.i + 2.94160369683152*L.k;(-22.3131549187675)*L.i + 758.209945848998*L.k;(-1.16471152574806e-7)*L.i + (3.95773643880532e-6)*L.k;(3.95944395556691e-8)*L.j
0.16100000000000012;7.3524142546046996;0.0;-8.183459950261716;99.9450387888548*L.i + 3.31962214048290*L.k;(-25.0391933104878)*L.i + 753.863828756513*L.k;(-1.30700643411165e-7)*L.i + (3.93505039244256e-6)*L.k;(3.93721441221570e-8)*L.j
0.16150000000000012;7.402383476147972;0.0;-8.181706175498766;99.9318493587452*L.i + 3.69547687651834*L.k;(-27.7185271279121)*L.i + 749.555115385243*L.k;(-1.44686343729392e-7)*L.i + (3.91255958761046e-6)*L.k;(3.91522791784966e-8)*L.j
0.16200000000000012;7.452345770929932;0.0;-8.179765009649026;99.9173317110469*L.i + 4.06918650461171*L.k;(-30.3520636653518)*L.i + 745.283396988260*L.k;(-1.58432989462823e-7)*L.i + (3.89026189071449e-6)*L.k;(3.89348064015006e-8)*L.j
0.16250000000000012;7.502300480510894;0.0;-8.17763752066727;99.9015085228066*L.i + 4.44076942088405*L.k;(-32.9406892957946)*L.i + 741.048268101077*L.k;(-1.71945207338780e-7)*L.i + (3.86815518529390e-6)*L.k;(3.87196881853450e-8)*L.j
0.16300000000000012;7.55224695768018;0.0;-8.17532476736069;99.8844020329810*L.i + 4.81024381956657*L.k;(-35.4852700068989)*L.i + 736.849326629027*L.k;(-1.85227517676376e-7)*L.i + (3.84623737247791e-6)*L.k;(3.85068876274470e-8)*L.j
0.16350000000000012;7.602184566239582;0.0;-8.172827799489417;99.8660340524985*L.i + 5.17762769470536*L.k;(-37.9866519227889)*L.i + 732.686173926128*L.k;(-1.98284337110209e-7)*L.i + (3.82450637139730e-6)*L.k;(3.82963685145799e-8)*L.j
0.16400000000000012;7.652112680791806;0.0;-8.170147657866172;99.8464259740648*L.i + 5.54293884190338*L.k;(-40.4456618119995)*L.i + 728.558414865940*L.k;(-2.11119981241749e-7)*L.i + (3.80296011955432e-6)*L.k;(3.80880953092266e-8)*L.j
0.16450000000000012;7.702030686533745;0.0;-8.16728537445505;99.8255987817164*L.i + 5.90619486009608*L.k;(-42.8631075819077)*L.i + 724.465657904865*L.k;(-2.23738667220192e-7)*L.i + (3.78159657315308e-6)*L.k;(3.78820331361709e-8)*L.j
0.16500000000000012;7.751937979054475;0.0;-8.164241972469396;99.8035730601309*L.i + 6.26741315335689*L.k;(-45.2397787599886)*L.i + 720.407515138362*L.k;(-2.36144516254547e-7)*L.i + (3.76041370739302e-6)*L.k;(3.76781477693253e-8)*L.j
0.16550000000000012;7.801833964137838;0.0;-8.161018466468782;99.7803690037003*L.i + 6.62661093272910*L.k;(-47.5764469622262)*L.i + 716.383602350481*L.k;(-2.48341556058658e-7)*L.i + (3.73940951672742e-6)*L.k;(3.74764056187947e-8)*L.j
0.16600000000000012;7.851718057569519;0.0;-8.157615862455058;99.7560064253725*L.i + 6.98380521808100*L.k;(-49.8738663490020)*L.i + 712.393539057130*L.k;(-2.60333723230878e-7)*L.i + (3.71858201508926e-6)*L.k;(3.72767737181743e-8)*L.j
0.16650000000000012;7.901589684948469;0.0;-8.154035157967467;99.7305047652681*L.i + 7.33901283998114*L.k;(-52.1327740687837)*L.i + 708.436948543439*L.k;(-2.72124865570046e-7)*L.i + (3.69792923608630e-6)*L.k;(3.70792197120810e-8)*L.j
0.16700000000000012;7.9514482815025955;0.0;-8.150277342176826;99.7038830990784*L.i + 7.69225044159090*L.k;(-54.3538906899236)*L.i + 704.513457895607*L.k;(-2.83718744329416e-7)*L.i + (3.67744923316726e-6)*L.k;(3.68837118439148e-8)*L.j
0.16750000000000012;8.001293291908592;0.0;-8.14634339597875;99.6761601462507*L.i + 8.04353448057169*L.k;(-56.5379206208775)*L.i + 700.622698027542*L.k;(-2.95119036410126e-7)*L.i + (3.65714007976089e-6)*L.k;(3.66902189438501e-8)*L.j
0.16800000000000012;8.051124170115814;0.0;-8.142234292085922;99.6473542779657*L.i + 8.39288123100424*L.k;(-58.6855525191439)*L.i + 696.764303702638*L.k;(-3.06329336495799e-7)*L.i + (3.63699986938966e-6)*L.k;(3.64987104170539e-8)*L.j
0.16850000000000012;8.100940379174085;0.0;-8.1379509951194;99.6174835249136*L.i + 8.74030678531764*L.k;(-60.7974596892191)*L.i + 692.937913550992*L.k;(-3.17353159129808e-7)*L.i + (3.61702671575964e-6)*L.k;(3.63091562321278e-8)*L.j
0.16900000000000012;8.15074139106535;0.0;-8.133494461698964;99.5865655848738*L.i + 9.08582705622598*L.k;(-62.8743004698576)*L.i + 689.143170082340*L.k;(-3.28193940736710e-7)*L.i + (3.59721875282797e-6)*L.k;(3.61215269097733e-8)*L.j
0.16950000000000012;8.200526686539064;0.0;-8.128865640532482;99.5546178301036*L.i + 9.42945777867031*L.k;(-64.9167186109212)*L.i + 685.379719694989*L.k;(-3.38855041589342e-7)*L.i + (3.57757413484953e-6)*L.k;(3.59357935116759e-8)*L.j
0.17000000000000012;8.250295754951232;0.0;-8.124065472504311;99.5216573145409*L.i + 9.77121451176431*L.k;(-66.9253436400939)*L.i + 681.647212681016*L.k;(-3.49339747723012e-7)*L.i + (3.55809103640407e-6)*L.k;(3.57519276296063e-8)*L.j
0.17050000000000012;8.300048094107009;0.0;-8.119094890762726;99.4877007808259*L.i + 10.1111126407416*L.k;(-68.9007912197323)*L.i + 677.945303227958*L.k;(-3.59651272798208e-7)*L.i + (3.53876765240504e-6)*L.k;(3.55699013747360e-8)*L.j
0.17100000000000012;8.349783210106756;0.0;-8.11395482080637;99.4527646671474*L.i + 10.4491673789029*L.k;(-70.8436634941187)*L.i + 674.273649417245*L.k;(-3.69792759913196e-7)*L.i + (3.51960219809138e-6)*L.k;(3.53896873671639e-8)*L.j
0.17150000000000012;8.39950061719549;0.0;-8.108646180569737;99.4168651139171*L.i + 10.7853937695621*L.k;(-72.7545494273723)*L.i + 670.631913219575*L.k;(-3.79767283367871e-7)*L.i + (3.50059290900338e-6)*L.k;(3.52112587256511e-8)*L.j
0.17200000000000013;8.449199837615614;0.0;-8.103169880507677;99.3800179702771*L.i + 11.1198066879888*L.k;(-74.6340251322746)*L.i + 667.019760487457*L.k;(-3.89577850380167e-7)*L.i + (3.48173804094382e-6)*L.k;(3.50345890575617e-8)*L.j
0.17250000000000013;8.498880401462877;0.0;-8.097526823678935;99.3422388004465*L.i + 11.4524208433470*L.k;(-76.4826541902526)*L.i + 663.436860945103*L.k;(-3.99227402756325e-7)*L.i + (3.46303586992511e-6)*L.k;(3.48596524490052e-8)*L.j
0.17300000000000013;8.548541846545454;0.0;-8.091717905828721;99.3035428899083*L.i + 11.7832507806272*L.k;(-78.3009879627624)*L.i + 659.882888175863*L.k;(-4.08718818516263e-7)*L.i + (3.44448469210379e-6)*L.k;(3.46864234551783e-8)*L.j
0.17350000000000013;8.59818371824609;0.0;-8.085744015470313;99.2639452514440*L.i + 12.1123108825730*L.k;(-80.0895658943074)*L.i + 656.357519607368*L.k;(-4.18054913475281e-7)*L.i + (3.42608282370290e-6)*L.k;(3.45148770909031e-8)*L.j
0.17400000000000013;8.647805569387216;0.0;-8.079606033965703;99.2234606310186*L.i + 12.4396153715985*L.k;(-81.8489158073195)*L.i + 652.860436494560*L.k;(-4.27238442783302e-7)*L.i + (3.40782860092350e-6)*L.k;(3.43449888213579e-8)*L.j
0.17450000000000013;8.697406960098979;0.0;-8.073304835605285;99.1821035135195*L.i + 12.7651783116973*L.k;(-83.5795541891278)*L.i + 649.391323900752*L.k;(-4.36272102422795e-7)*L.i + (3.38972037984568e-6)*L.k;(3.41767345529979e-8)*L.j
0.17500000000000013;8.746987457690102;0.0;-8.066841287686584;99.1398881283544*L.i + 13.0890136103417*L.k;(-85.2819864712315)*L.i + 645.949870676868*L.k;(-4.45158530666538e-7)*L.i + (3.37175653632031e-6)*L.k;(3.40100906246621e-8)*L.j
0.17550000000000013;8.796546636521509;0.0;-8.060216250592056;99.0968284549113*L.i + 13.4111350203707*L.k;(-86.9567073010884)*L.i + 642.535769439007*L.k;(-4.53900309496318e-7)*L.i + (3.35393546585186e-6)*L.k;(3.38450337988646e-8)*L.j
0.17600000000000013;8.846084077882644;0.0;-8.053430577865925;99.0529382278844*L.i + 13.7315561418666*L.k;(-88.6042008066282)*L.i + 639.148716544459*L.k;(-4.62499965983637e-7)*L.i + (3.33625558347324e-6)*L.k;(3.36815412532645e-8)*L.j
0.17650000000000013;8.895599369870428;0.0;-8.0464851162901;99.0082309424693*L.i + 14.0502904240192*L.k;(-90.2249408536885)*L.i + 635.788412066293*L.k;(-4.70959973633496e-7)*L.i + (3.31871532361312e-6)*L.k;(3.35195905723143e-8)*L.j
